id,source_dataset,query,gold_answer,chatbot generated answer,qldt generated answer,eval,eval_reason
chunks_001_multihop_007,06_Quy_dinh_ngoai_ngu_chunks,Ai phụ trách xếp lớp ban đầu và sinh viên tự đăng ký từ khi nào?,Tổng hợp từ nhiều quy định liên quan.,"Dựa trên tài liệu cung cấp, việc xếp lớp và đăng ký học tập được quy định như sau:

*   **Xếp lớp ban đầu:** Đối với sinh viên mới nhập học, Nhà trường thực hiện xếp thời khóa biểu theo kế hoạch học tập chuẩn.
*   **Sinh viên tự đăng ký:**
    *   Sinh viên không thuộc diện mới nhập học (đã được xếp thời khóa biểu) phải thực hiện quy trình đăng ký học tập bắt buộc cho mỗi học kỳ.
    *   Sinh viên mới nhập học, dù được xếp thời khóa biểu theo kế hoạch chuẩn, vẫn có quyền tự điều chỉnh một số lớp.
    *   Quy trình đăng ký học tập (bao gồm đăng ký học phần, đăng ký lớp chính thức và điều chỉnh đăng ký) được thực hiện theo các mốc thời gian của Khung kế hoạch năm học. Thời gian tổ chức đăng ký học phần cho một học kỳ diễn ra vào những tuần đầu của học kỳ trước đó.",,,
chunks_001_multihop_008,06_Quy_dinh_ngoai_ngu_chunks,Sinh viên cần chuẩn bị gì trước khi nộp đơn miễn học?,Tổng hợp từ nhiều quy định liên quan.,"Để được xét miễn học phần ngoại ngữ, sinh viên cần thực hiện các công việc sau:

*   **Đạt chứng chỉ ngoại ngữ:** Sinh viên cần đạt được chứng chỉ ngoại ngữ theo quy định. Chứng chỉ phải còn hạn tính tới thời điểm nộp đơn.
*   **Thẩm định và cập nhật chứng chỉ:** Toàn bộ các chứng chỉ ngoại ngữ quốc tế phải được thẩm định nguồn gốc và cập nhật mức điểm lên hệ thống phần mềm quản lý đào tạo trước thời điểm nộp đơn.
*   **Thời hạn nộp đơn:** Sinh viên cần nộp đơn xét miễn học phần muộn nhất là **2 tuần** trước khi học kỳ bắt đầu theo Biểu đồ kế hoạch học tập của năm học.

Lưu ý: Nhà trường sẽ đăng ký các học phần ngoại ngữ theo kế hoạch học tập chuẩn cho sinh viên. Sau khi được xét miễn, các học phần này sẽ được ghi điểm R trong bảng điểm.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_001,blending_rag_dataset,Quyết định 1515/QĐ-ĐHBK-ĐT về tổ chức dạy-học trực tuyến tại Bách khoa Hà Nội được ban hành vào ngày tháng năm nào?,Ngày 29 tháng 6 năm 2021.,Tôi không tìm thấy thông tin về Quyết định 1515/QĐ-ĐHBK-ĐT trong tài liệu hiện có.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_002,blending_rag_dataset,Quy định dạy-học trực tuyến tại Bách khoa Hà Nội được áp dụng cho những loại hình đào tạo nào?,Áp dụng cho các loại hình đào tạo cấp văn bằng từ trình độ cử nhân đến trình độ tiến sĩ.,"Theo quy định về tổ chức hoạt động dạy-học trên nền tảng công nghệ kết nối và trực tuyến của Đại học Bách khoa Hà Nội, quy định này áp dụng cho các loại hình đào tạo cấp văn bằng từ trình độ cử nhân đến trình độ tiến sĩ của Trường.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_003,blending_rag_dataset,Dạy-học trực tuyến theo thời gian thực tại Bách khoa Hà Nội ưu tiên sử dụng phần mềm nào?,Ưu tiên Microsoft Teams (MS Teams).,Việc dạy-học trực tuyến theo thời gian thực tại Đại học Bách khoa Hà Nội ưu tiên sử dụng phần mềm Microsoft Teams (MS Teams).,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_004,blending_rag_dataset,"Tại Bách khoa Hà Nội, dạy-học trực tuyến được áp dụng mấy hình thức và tên gọi của từng hình thức là gì?","Ba hình thức: (a) Dạy-học trực tuyến theo thời gian thực; (b) Dạy-học hỗn hợp (B-Learning); (c) Dạy-học trực tuyến ngoài khung thời khóa biểu để bổ trợ, ôn tập kiến thức.","Theo Quy định tổ chức hoạt động dạy-học trên nền tảng công nghệ kết nối và trực tuyến (ban hành kèm theo Quyết định số 1515/QĐ-ĐHBK-ĐT), Trường Đại học Bách khoa Hà Nội áp dụng 03 hình thức dạy-học trực tuyến bao gồm:

*   **Dạy-học trực tuyến theo thời gian thực:** Được tổ chức đúng khung thời gian trong thời khóa biểu học tập, nội dung giảng dạy theo đề cương học phần và thực hiện bằng phần mềm giảng dạy trực tuyến.
*   **Dạy-học hỗn hợp (B-Learning):** Kết hợp giữa dạy-học trực tiếp trên lớp theo thời khóa biểu và truyền phát bài giảng điện tử có kiểm soát thông qua hệ thống quản trị học tập (Learning Management System - LMS).
*   **Dạy-học trực tuyến ngoài khung thời gian:** Được tổ chức ngoài thời khóa biểu học tập nhằm mục đích bổ trợ, tổng kết, ôn tập kiến thức cho các học phần trong chương trình đào tạo hoặc đáp ứng năng lực ngoại ngữ theo yêu cầu.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_005,blending_rag_dataset,Dạy-học trực tuyến không được áp dụng với loại học phần nào tại Bách khoa Hà Nội?,"Không áp dụng với các học phần (hoặc một phần nội dung học phần) có yêu cầu nâng cao nhận thức qua trải nghiệm thực tế và rèn luyện kỹ năng như thí nghiệm, thực hành, thực tập.","Tôi không tìm thấy thông tin này trong tài liệu hiện có. Các tài liệu chỉ đề cập đến việc sử dụng Microsoft Teams cho quá trình học tập trực tuyến trong giai đoạn giãn cách xã hội do ảnh hưởng của dịch Covid, chứ không quy định về các loại học phần không được áp dụng hình thức này.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_006,blending_rag_dataset,Tổng số tín chỉ dạy-học trên LMS của các học phần B-Learning không được vượt quá bao nhiêu phần trăm tổng số tín chỉ của chương trình đào tạo?,Không được vượt quá 30% tổng số tín chỉ của chương trình đào tạo.,"Theo quy định tại Điều 2, khoản 5, tổng số tín chỉ được dạy-học trên hệ thống quản trị học tập (LMS) của các học phần theo hình thức B-Learning không được vượt quá 30% tổng số tín chỉ của chương trình đào tạo.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_007,blending_rag_dataset,Thời lượng kiến thức truyền phát trên LMS trong B-Learning tối đa bằng bao nhiêu phần trăm thời lượng học phần?,Tối đa 70% thời lượng của học phần.,"Theo quy định, thời lượng kiến thức được truyền phát trên LMS tối đa là 70% thời lượng của học phần.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_008,blending_rag_dataset,Điểm quá trình có trọng số tối thiểu là bao nhiêu khi tính điểm học phần B-Learning tại Bách khoa?,"Điểm quá trình có trọng số tối thiểu là 0,3 khi tính điểm học phần.","Theo quy định về điều kiện thực hiện B-Learning, điểm quá trình phải có trọng số tối thiểu là 0,3 khi tính điểm học phần.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_009,blending_rag_dataset,Đối với lớp học phần B-Learning có quy mô từ bao nhiêu người học trở lên phải bố trí trợ lý học tập?,Lớp học phần có quy mô từ 40 người học trở lên phải có tối thiểu một trợ lý học tập.,"Đối với các lớp học phần B-Learning có quy mô từ 40 người học trở lên, đơn vị chuyên môn phải có kế hoạch tuyển chọn và bố trí tối thiểu một (01) trợ lý học tập.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_010,blending_rag_dataset,Trợ lý học tập trong B-Learning có thể là đối tượng nào?,"Sinh viên năm cuối, học viên cao học hoặc nghiên cứu sinh.","Theo quy định tại Điều 4, đối tượng có thể làm trợ lý học tập trong các lớp học phần B-Learning bao gồm:

*   Sinh viên năm cuối.
*   Học viên cao học (HVCH).
*   Nghiên cứu sinh (NCS).",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_011,blending_rag_dataset,Hội đồng chuyên môn thẩm định đề cương và bài giảng B-Learning tại Bách khoa do ai thành lập?,"Do Hiệu trưởng thành lập, căn cứ đề xuất của phòng chức năng về quản lý đào tạo.",Hội đồng chuyên môn thẩm định đề cương và bài giảng B-Learning tại Đại học Bách khoa Hà Nội do Hiệu trưởng thành lập.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_012,blending_rag_dataset,Kết quả đánh giá hiệu quả B-Learning tại Bách khoa được dùng làm gì đối với giảng viên?,"Là một trong các căn cứ để giảng viên tự đánh giá hiệu quả công tác, đề nghị khen thưởng và xét duyệt danh hiệu thi đua cá nhân hàng năm.","Theo quy định về tiêu chí đánh giá hiệu quả dạy-học theo B-Learning, kết quả đánh giá được sử dụng đối với giảng viên như sau:

*   Là một trong các căn cứ để giảng viên tự đánh giá hiệu quả công tác.
*   Là căn cứ để đề nghị được khen thưởng và xét duyệt danh hiệu thi đua cá nhân hàng năm.
*   Là một trong các tiêu chí đánh giá KPI của đơn vị chuyên môn trong đổi mới nội dung và phương pháp đào tạo.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_013,blending_rag_dataset,Bài giảng B-Learning do Bách khoa Hà Nội giao nhiệm vụ và cấp kinh phí thì ai là chủ sở hữu quyền tác giả?,Giảng viên hoặc nhóm chuyên môn xây dựng được bảo hộ quyền tác giả và Trường là chủ sở hữu quyền tác giả.,"Theo Điều 7 của quy định về bản quyền, đối với bài giảng B-Learning được xây dựng trên cơ sở Trường giao nhiệm vụ và có kinh phí hỗ trợ từ ngân sách của Trường theo hợp đồng giao việc:

*   Giảng viên hoặc nhóm chuyên môn xây dựng được bảo hộ quyền tác giả.
*   Trường là chủ sở hữu quyền tác giả đối với bài giảng đó.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_014,blending_rag_dataset,Học liệu số từ nguồn mở chỉ được dùng như thế nào trong B-Learning tại Bách khoa?,Chỉ được sử dụng như các học liệu bổ trợ trong giảng dạy học phần và phải tuân thủ các quy định pháp luật về bản quyền và sở hữu trí tuệ.,Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_015,blending_rag_dataset,Trung tâm Mạng thông tin có vai trò gì trong hệ thống dạy-học trực tuyến tại Bách khoa?,"Đảm bảo yêu cầu kỹ thuật về hạ tầng kết nối và máy chủ; quản trị, vận hành hệ thống và phần mềm dùng chung toàn trường; lưu trữ dữ liệu đào tạo trực tuyến (kết quả học tập, minh chứng, tài liệu, học liệu số).","Theo quy định về tổ chức thực hiện dạy-học trực tuyến, Trung tâm Mạng thông tin có các vai trò chính sau:

*   Đảm bảo các yêu cầu kỹ thuật về hạ tầng kết nối và máy chủ để vận hành các hệ thống dạy-học trực tuyến.
*   Quản trị và vận hành hệ thống, phần mềm dùng chung toàn trường.
*   Lưu trữ dữ liệu đào tạo trực tuyến, bao gồm kết quả học tập, các minh chứng, tài liệu và học liệu số.
*   Hỗ trợ sinh viên giải quyết các khó khăn, vướng mắc liên quan đến hệ thống LMS/MS Teams (qua hotline 0243 868 3188) và các dịch vụ kỹ thuật khác như Office 365 hay Wifi HUST.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_016,blending_rag_dataset,Quy định dạy-học trực tuyến 1515/QĐ-ĐHBK-ĐT được áp dụng từ học kỳ nào?,Được áp dụng từ học kỳ 2 năm học 2020-2021.,Quy định tổ chức hoạt động dạy-học trên nền tảng công nghệ kết nối và trực tuyến (ban hành kèm theo Quyết định số 1515/QĐ-ĐHBK-ĐT) được áp dụng từ học kỳ 2 năm học 2020-2021.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_017,blending_rag_dataset,Yêu cầu kỹ thuật tối thiểu về hình ảnh của video bài giảng B-Learning là gì?,"Hình ảnh HD 720p hoặc Full HD 1080p theo tỉ lệ khung hình 16:9, đảm bảo nhìn hình ảnh rõ nét và không lóa.","Theo Phụ lục 1, yêu cầu kỹ thuật tối thiểu về hình ảnh của video bài giảng B-Learning như sau:

*   **Độ phân giải:** Hình ảnh HD 720p hoặc Full HD 1080p.
*   **Tỉ lệ khung hình:** 16:9.
*   **Chất lượng:** Đảm bảo hình ảnh rõ nét và không lóa.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_018,blending_rag_dataset,Dung lượng tối đa của mỗi video bài giảng B-Learning tại Bách khoa là bao nhiêu?,Tối đa 400 MB mỗi video.,Dung lượng tối đa của mỗi video bài giảng B-Learning là 400 MB/video.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_019,blending_rag_dataset,Thời lượng video bài giảng B-Learning bao nhiêu phút tương đương 45 phút dạy-học trực tiếp trên lớp?,Video bài giảng trong khoảng 15–30 phút tương đương với 45 phút dạy-học trực tiếp trên lớp.,"Theo quy định về bài giảng B-Learning, thời lượng video bài giảng trong khoảng 15–30 phút tương đương với 45 phút dạy-học trực tiếp trên lớp, tùy thuộc vào nội dung giảng dạy của học phần.",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_020,blending_rag_dataset,Mỗi video clip trong bài giảng B-Learning có thời lượng liên tục tối đa bao nhiêu phút?,Tối đa 15 phút.,Mỗi video clip trong bài giảng B-Learning phải có thời lượng liên tục không quá 15 phút.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_021,blending_rag_dataset,Giảng viên cần gửi bài giảng B-Learning hoàn chỉnh cho Ban điều phối chậm nhất là bao lâu trước học kỳ mới?,Chậm nhất là 02 tháng trước học kỳ mới.,Tôi không tìm thấy thông tin này trong tài liệu hiện có.,,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_simple_022,blending_rag_dataset,"Trước khi bắt đầu học kỳ B-Learning, giảng viên phải hoàn thành cập nhật học liệu trên LMS chậm nhất bao nhiêu tuần?",Chậm nhất là 01 tuần trước khi bắt đầu học kỳ.,"Theo Phụ lục 3 về quy trình triển khai đào tạo B-Learning, chậm nhất là 01 tuần trước khi bắt đầu học kỳ, giảng viên phải hoàn thành việc chỉnh sửa, cập nhật, bổ sung học liệu và sắp xếp lịch trình học tập từng tuần theo Đề cương học phần (ĐCHP).",,,
QD_to_chuc_day_hoc_truc_tuyen_BLearning_multi_hop_023,blending_rag_dataset,Sinh viên học học phần B-Learning tại Bách khoa Hà Nội có điểm quá trình được tính như thế nào và tối thiểu chiếm bao nhiêu phần trăm điểm học phần?,"Điểm quá trình có trọng số tối thiểu là 0,3 (30%) khi tính điểm học phần. Điểm quá trình được đánh giá qua các câu hỏi trắc nghiệm hoặc tự luận khi kết thúc mỗi chương/khối kiến thức và các bài kiểm tra trắc nghiệm ngắn trong video.","Theo quy định về dạy-học hỗn hợp (B-Learning) và quy chế đào tạo tại Đại học Bách khoa Hà Nội, điểm quá trình của học phần B-Learning được quy định như sau:

*   **Cách tính điểm quá trình:** Điểm quá trình được đánh giá qua thi giữa kỳ, kiểm tra thường kỳ, kết hợp thi giữa kỳ và kiểm tra thường kỳ hoặc kết hợp các thành phần khác (thí nghiệm, bài tập lớn, tiểu luận, chuyên cần…). Hình thức và trọng số đánh giá các thành phần được quy định cụ thể trong đề cương chi tiết của từng học phần.
*   **Điểm danh:** Đối với các giờ lên lớp, kết quả điểm danh có thể được sử dụng để cộng hoặc trừ vào điểm quá trình theo mức độ vắng mặt:
    *   0 lần vắng mặt: +1 điểm.
    *   1–2 lần vắng mặt: 0 điểm.
    *   3–4 lần vắng mặt: -1 điểm.
    *   Từ 5 lần vắng mặt trở lên: -2 điểm.
*   **Trọng số tối thiểu:** Điểm quá trình phải có trọng số tối thiểu là 0,3 (tương đương 30%) khi tính điểm học phần.",,,
